essId	wdCnt	StsCnt	lWdCnt	advCnt	adjCnt	nunCnt	verbCnt	vbgCnt	cmaCnt	punCnt	wdLen
399	.362	.227	.356	.134	.306	.444	.311	.272	.199	.156	.759
400	.299	.25	.265	.089	.252	.374	.194	.17	.256	.172	.808
401	.115	.091	.083	.0	.072	.131	.118	.068	.014	.063	.676
402	.284	.239	.22	.112	.198	.339	.219	.204	.057	.164	.752
403	.367	.364	.386	.134	.252	.47	.311	.136	.085	.243	.786
404	.303	.216	.205	.134	.288	.366	.168	.102	.299	.149	.704
405	.612	.42	.659	.223	.594	.779	.463	.272	.242	.29	.807
406	.343	.148	.333	.246	.288	.383	.345	.374	.014	.102	.749
407	.26	.33	.303	.045	.288	.322	.219	.068	.114	.227	.797
408	.252	.182	.258	.045	.126	.322	.227	.272	.114	.125	.786
409	.311	.182	.265	.045	.162	.383	.244	.0	.1	.125	.754
410	.247	.182	.182	.045	.198	.322	.194	.238	.171	.125	.694
411	.497	.318	.53	.312	.773	.54	.328	.136	.413	.219	.787
412	.36	.375	.379	.134	.216	.466	.311	.17	.214	.258	.795
413	.341	.273	.288	.201	.288	.4	.168	.17	.484	.18	.709
414	.26	.261	.197	.045	.288	.292	.253	.102	.085	.18	.708
415	.235	.284	.227	.112	.18	.244	.286	.136	.157	.196	.755
416	.109	.159	.083	.156	.18	.113	.034	.0	.043	.11	.687
417	.205	.114	.152	.156	.162	.239	.194	.204	.1	.078	.731
418	.561	.386	.803	.067	.468	.679	.438	.374	.342	.266	.861
419	.181	.227	.091	.022	.09	.218	.21	.068	.071	.156	.732
420	.211	.205	.242	.045	.216	.252	.126	.068	.228	.141	.789
421	.139	.125	.167	.067	.108	.183	.101	.034	.142	.086	.81
422	.222	.136	.152	.089	.252	.226	.269	.136	.014	.094	.691
423	.394	.33	.371	.156	.36	.522	.269	.136	.128	.227	.764
424	.454	.352	.371	.112	.396	.44	.328	.272	.513	.235	.731
425	.343	.273	.235	.402	.288	.366	.32	.136	.385	.18	.712
426	.375	.25	.333	.112	.342	.444	.345	.374	.342	.172	.759
427	.441	.42	.515	.357	.522	.435	.362	.408	.556	.29	.793
428	.262	.125	.212	.112	.162	.335	.143	.204	.228	.086	.729
429	.305	.352	.311	.134	.522	.352	.202	.204	.142	.243	.763
430	.458	.489	.265	.29	.27	.5	.412	.068	.328	.336	.682
431	.443	.33	.417	.201	.378	.5	.404	.714	.285	.227	.794
432	.301	.295	.25	.357	.198	.309	.194	.408	.199	.203	.7
433	.382	.398	.295	.134	.306	.435	.278	.51	.1	.274	.756
434	.245	.136	.114	.156	.126	.252	.303	.238	.028	.094	.659
435	.448	.364	.303	.112	.432	.531	.412	.442	.328	.25	.719
436	.35	.273	.356	.223	.216	.409	.261	.204	.256	.188	.786
437	.247	.284	.28	.112	.198	.322	.194	.238	.171	.196	.78
438	.243	.284	.212	.268	.072	.292	.194	.238	.157	.196	.766
439	.328	.182	.326	.089	.324	.379	.337	.442	.071	.125	.761
440	.203	.193	.174	.201	.27	.178	.168	.034	.057	.133	.717
441	.362	.284	.409	.201	.378	.374	.278	.34	.285	.196	.753
442	.373	.273	.455	.089	.18	.431	.328	.102	.313	.188	.822
443	.228	.091	.189	.067	.054	.305	.135	.034	.085	.063	.762
444	.382	.216	.356	.112	.234	.361	.295	.17	.271	.149	.747
445	.109	.136	.106	.045	.054	.126	.051	.0	.114	.094	.793
446	.452	.284	.568	.223	.162	.531	.396	.306	.228	.196	.801
447	.518	.409	.47	.268	.27	.509	.53	.17	.427	.282	.718
448	.409	.25	.379	.29	.414	.453	.236	.204	.313	.164	.758
449	.023	.011	.008	.0	.036	.03	.017	.0	.0	.008	.653
450	.194	.193	.174	.067	.198	.222	.202	.136	.085	.133	.774
451	.258	.284	.235	.089	.27	.274	.202	.102	.171	.196	.696
452	.162	.125	.189	.045	.288	.205	.093	.068	.128	.078	.774
453	.377	.386	.432	.112	.414	.418	.253	.408	.142	.266	.788
454	.318	.307	.22	.179	.396	.352	.253	.306	.071	.211	.675
455	.066	.034	.038	.067	.018	.087	.059	.136	.0	.023	.768
456	.29	.159	.167	.112	.054	.322	.253	.068	.114	.11	.655
457	.414	.352	.568	.089	.396	.557	.236	.204	.171	.243	.837
458	.232	.17	.273	.179	.216	.265	.185	.102	.313	.117	.781
459	.226	.148	.144	.089	.108	.257	.202	.102	.199	.102	.676
460	.39	.386	.432	.179	.306	.47	.269	.34	.299	.266	.755
461	.243	.352	.25	.045	.234	.261	.219	.204	.242	.243	.777
462	.294	.205	.25	.089	.324	.309	.261	.204	.185	.141	.751
463	.367	.33	.424	.246	.36	.413	.253	.204	.114	.227	.803
464	.217	.17	.144	.067	.018	.283	.202	.204	.043	.117	.72
465	.277	.273	.258	.067	.144	.379	.21	.034	.342	.196	.732
466	.294	.216	.288	.156	.234	.357	.227	.136	.071	.149	.757
467	.277	.239	.432	.156	.252	.339	.21	.102	.185	.164	.885
468	.151	.102	.182	.045	.072	.2	.109	.068	.1	.07	.784
469	.377	.261	.341	.089	.288	.509	.244	.272	.285	.188	.774
470	.328	.216	.288	.067	.126	.374	.311	.102	.214	.149	.725
471	.228	.307	.235	.089	.234	.27	.202	.034	.0	.211	.799
472	.486	.341	.606	.112	.468	.596	.311	.476	.256	.235	.778
473	.194	.182	.076	.067	.162	.226	.168	.034	.0	.125	.664
474	.087	.125	.091	.089	.018	.122	.067	.034	.0	.086	.7
475	.42	.284	.371	.201	.342	.457	.404	.51	.427	.196	.728
476	.284	.227	.227	.022	.162	.392	.244	.136	.085	.156	.732
477	.173	.114	.197	.045	.144	.17	.177	.102	.142	.078	.76
478	.294	.25	.288	.067	.252	.361	.236	.204	.342	.172	.767
479	.392	.386	.311	.134	.45	.383	.412	.204	.47	.266	.728
480	.258	.227	.227	.112	.18	.335	.168	.17	.128	.156	.747
481	.482	.307	.636	.089	.342	.587	.337	.102	.199	.211	.775
482	.333	.352	.364	.045	.198	.409	.278	.272	.057	.243	.797
483	.318	.159	.265	.156	.288	.322	.286	.272	.185	.11	.698
484	.175	.148	.235	.045	.252	.2	.109	.17	.142	.102	.846
485	.394	.398	.311	.446	.198	.37	.404	.34	.128	.274	.694
486	.392	.33	.341	.335	.324	.405	.345	.238	.37	.235	.723
487	.205	.193	.205	.134	.108	.222	.185	.238	.142	.133	.728
488	.267	.273	.242	.268	.18	.339	.152	.102	.185	.188	.725
489	.467	.341	.515	.156	.414	.596	.362	.136	.399	.235	.774
490	.429	.443	.311	.134	.324	.47	.471	.204	.37	.305	.746
491	.277	.136	.22	.022	.234	.292	.354	.34	.085	.086	.7
492	.226	.148	.205	.201	.288	.274	.118	.068	.214	.102	.763
493	.239	.148	.212	.089	.144	.313	.21	.238	.028	.102	.768
494	.324	.375	.432	.201	.324	.37	.261	.136	.299	.25	.832
495	.284	.25	.265	.112	.306	.318	.219	.102	.285	.172	.73
496	.33	.227	.318	.29	.09	.348	.269	.068	.228	.156	.657
497	.473	.375	.386	.424	.198	.544	.513	.544	.356	.258	.734
498	.537	.307	.5	.223	.414	.609	.387	.238	.513	.211	.738
499	.337	.409	.326	.179	.126	.348	.429	.17	.256	.29	.752
500	.365	.409	.477	.179	.36	.461	.253	.0	.285	.282	.84
501	.288	.295	.235	.067	.18	.274	.253	.238	.028	.203	.692
502	.113	.057	.121	.022	.036	.139	.109	.204	.057	.039	.756
503	.164	.114	.174	.134	.126	.174	.177	.204	.043	.078	.777
504	.394	.443	.47	.223	.342	.487	.286	.238	.712	.305	.817
505	.333	.318	.265	.223	.27	.348	.32	.102	.313	.219	.666
506	.16	.114	.076	.045	.216	.183	.152	.034	.157	.078	.687
507	.505	.557	.545	.379	.396	.553	.497	.612	.385	.383	.773
508	.32	.193	.356	.134	.27	.361	.269	.136	.114	.133	.824
509	.371	.205	.402	.134	.342	.457	.311	.374	.356	.141	.781
510	.239	.239	.242	.156	.252	.257	.168	.204	.085	.164	.766
511	.217	.159	.182	.0	.198	.235	.177	.068	.185	.11	.683
512	.222	.091	.083	.045	.18	.257	.177	.204	.0	.055	.642
513	.318	.307	.379	.156	.27	.4	.219	.272	.313	.211	.832
514	.205	.182	.205	.045	.324	.235	.118	.034	.142	.125	.748
515	.213	.17	.106	.112	.162	.205	.244	.102	.043	.117	.635
516	.352	.386	.417	.29	.36	.379	.303	.136	.356	.266	.816
517	.256	.307	.227	.179	.162	.348	.16	.204	.142	.211	.718
518	.294	.227	.273	.045	.162	.352	.311	.34	.157	.156	.765
519	.484	.375	.538	.156	.432	.557	.37	.34	.513	.258	.778
520	.22	.125	.091	.045	.054	.27	.076	.068	.057	.086	.653
521	.179	.182	.197	.156	.054	.231	.152	.102	.014	.117	.771
522	.356	.364	.515	.134	.486	.366	.295	.374	.271	.25	.838
523	.382	.273	.326	.089	.414	.431	.337	.272	.342	.188	.73
524	.296	.443	.258	.268	.18	.352	.219	.034	.185	.305	.702
525	.264	.227	.227	.089	.36	.279	.244	.136	.413	.156	.744
526	.237	.17	.212	.134	.198	.265	.253	.034	.185	.117	.724
527	.196	.193	.174	.0	.126	.274	.135	.068	.242	.133	.813
528	.115	.114	.144	.022	.054	.161	.076	.034	.071	.078	.8
529	.173	.068	.182	.067	.09	.2	.168	.17	.171	.047	.801
530	.39	.261	.348	.29	.234	.387	.227	.17	.271	.18	.716
531	.271	.375	.273	.156	.108	.313	.295	.238	.043	.258	.758
532	.311	.261	.318	.179	.162	.348	.362	.34	.1	.18	.772
533	.345	.307	.485	.067	.396	.418	.269	.068	.271	.211	.814
534	.787	.511	.962	.357	.737	.857	.471	.272	.413	.344	.756
535	.232	.205	.273	.112	.144	.326	.16	.102	.043	.141	.798
536	.275	.25	.333	.0	.288	.4	.109	.136	.085	.172	.843
537	.279	.239	.227	.022	.216	.374	.236	.17	.199	.164	.719
538	.224	.182	.205	.134	.126	.313	.143	.17	.014	.125	.698
539	.258	.102	.189	.179	.09	.348	.168	.068	.185	.07	.717
540	.213	.227	.174	.0	.108	.296	.185	.034	.085	.156	.768
541	.301	.386	.242	.29	.162	.339	.261	.204	.114	.266	.726
542	.431	.466	.379	.201	.234	.487	.421	.17	.399	.321	.753
543	.228	.375	.212	.089	.234	.279	.143	.068	.114	.25	.767
544	.318	.205	.364	.134	.216	.418	.21	.102	.228	.141	.814
545	.015	.023	.015	.0	.0	.017	.025	.068	.0	.016	.81
546	.139	.068	.091	.022	.144	.165	.118	.102	.071	.047	.719
547	.286	.261	.371	.089	.288	.335	.244	.102	.271	.18	.845
548	.335	.273	.341	.067	.36	.409	.261	.17	.328	.188	.777
549	.303	.205	.439	.089	.324	.309	.253	.136	.228	.141	.796
550	.525	.443	.553	.156	.54	.579	.471	.408	.413	.305	.788
551	.375	.216	.424	.112	.306	.518	.244	.102	.114	.149	.796
552	.164	.148	.098	.0	.09	.139	.16	.0	.1	.102	.649
553	.316	.25	.318	.045	.252	.413	.261	.102	.128	.172	.758
554	.299	.216	.356	.201	.27	.344	.253	.102	.028	.149	.784
555	.505	.375	.348	.112	.45	.466	.513	.612	.328	.258	.707
556	.412	.386	.394	.134	.36	.444	.345	.136	.185	.266	.765
557	.416	.42	.348	.246	.378	.487	.396	.272	.1	.29	.745
558	.384	.261	.424	.156	.324	.47	.303	.272	.812	.18	.826
559	.525	.284	.477	.089	.36	.67	.396	.306	.385	.196	.753
560	.311	.205	.288	.246	.252	.313	.253	.102	.171	.141	.702
561	.294	.227	.189	.201	.162	.339	.202	.068	.043	.156	.679
562	.399	.352	.348	.246	.396	.413	.253	.136	.271	.243	.71
563	.179	.159	.159	.045	.162	.187	.16	.102	.114	.11	.75
564	.416	.295	.508	.089	.468	.466	.311	.204	.214	.203	.81
565	.369	.307	.318	.134	.36	.448	.328	.238	.185	.211	.735
566	.217	.216	.258	.022	.18	.287	.143	.0	.028	.149	.812
567	.183	.125	.174	.067	.216	.235	.135	.136	.028	.086	.772
568	.337	.295	.356	.022	.27	.453	.278	.136	.228	.203	.78
569	.23	.193	.242	.112	.162	.3	.143	.17	.1	.133	.782
570	.409	.284	.212	.312	.252	.383	.455	.238	.228	.196	.661
571	.352	.261	.417	.134	.414	.435	.269	.136	.256	.18	.811
572	.516	.33	.667	.424	.45	.635	.379	.306	.684	.227	.825
573	.539	.432	.53	.268	.36	.618	.513	.68	.299	.297	.78
574	.168	.318	.197	.067	.126	.205	.118	.0	.142	.219	.803
575	.377	.261	.485	.112	.468	.422	.32	.238	.185	.172	.837
576	.29	.227	.311	.089	.18	.339	.286	.17	.271	.164	.783
577	.115	.068	.091	.089	.108	.113	.101	.034	.028	.047	.667
578	.222	.17	.205	.022	.09	.274	.261	.476	.085	.117	.773
579	.301	.25	.235	.223	.27	.3	.227	.102	.057	.172	.694
580	.354	.352	.205	.312	.36	.383	.286	.102	.399	.243	.678
581	.284	.33	.326	.067	.234	.348	.295	.34	.128	.25	.823
582	.36	.398	.402	.112	.396	.396	.362	.068	.157	.274	.8
583	.358	.227	.189	.29	.216	.318	.37	.306	.285	.156	.639
584	.39	.17	.22	.268	.144	.383	.354	.102	.157	.117	.663
585	.533	.5	.629	.223	.522	.653	.421	.578	.484	.329	.836
586	.232	.227	.174	.067	.198	.252	.168	.068	.185	.156	.733
587	.286	.364	.227	.089	.378	.366	.185	.238	.185	.25	.708
588	.469	.364	.568	.246	.558	.531	.328	.17	.313	.258	.787
589	.07	.068	.083	.022	.054	.065	.084	.0	.014	.047	.779
590	.087	.148	.068	.045	.09	.122	.042	.034	.028	.102	.725
591	.269	.261	.212	.045	.234	.3	.253	.102	.128	.18	.725
592	.237	.307	.258	.156	.306	.261	.168	.136	.1	.211	.8
593	.32	.261	.288	.112	.378	.379	.194	.034	.342	.172	.726
594	.168	.182	.167	.0	.288	.17	.194	.476	.028	.125	.791
595	.273	.17	.447	.022	.27	.374	.168	.0	.342	.117	.901
596	.132	.068	.129	.022	.108	.157	.118	.136	.028	.047	.719
597	.384	.364	.25	.201	.234	.405	.379	.136	.399	.25	.742
598	.262	.227	.174	.067	.234	.318	.227	.068	.028	.156	.677
599	.356	.261	.455	.29	.252	.396	.311	.238	.028	.18	.813
600	.168	.034	.083	.045	.216	.222	.067	.068	.0	.023	.662
601	.156	.17	.106	.067	.126	.157	.185	.17	.256	.117	.764
602	.228	.114	.318	.022	.126	.3	.101	.068	.157	.078	.833
603	.759	.489	.455	.312	.773	.74	.589	.34	.37	.336	.697
604	.29	.239	.364	.134	.18	.379	.168	.068	.285	.156	.798
605	.171	.045	.061	.045	.108	.152	.067	.034	.128	.031	.606
606	.326	.25	.303	.067	.306	.396	.286	.272	.356	.172	.765
607	.32	.295	.258	.134	.36	.383	.269	.136	.228	.203	.746
608	.341	.193	.303	.0	.288	.409	.219	.272	.271	.133	.76
609	.203	.091	.197	.045	.18	.252	.152	.17	.199	.063	.769
610	.192	.182	.144	.0	.054	.287	.126	.068	.043	.125	.743
611	.271	.159	.22	.089	.198	.374	.16	.034	.171	.11	.761
612	.382	.364	.409	.134	.288	.492	.311	.204	.114	.25	.817
613	.249	.295	.326	.201	.072	.305	.253	.34	.128	.203	.8
614	.203	.216	.114	.089	.162	.248	.185	.17	.285	.149	.728
615	.316	.295	.394	.134	.396	.383	.219	.068	.328	.211	.833
616	.249	.102	.159	.067	.18	.279	.227	.272	.157	.07	.72
617	.343	.25	.386	.0	.162	.413	.421	.612	.228	.172	.785
618	.369	.375	.417	.357	.432	.361	.32	.204	.014	.258	.763
619	.516	.398	.644	.134	.504	.614	.328	.102	.541	.258	.826
620	.128	.193	.129	.045	.09	.144	.118	.0	.185	.133	.787
621	.139	.034	.106	.0	.198	.157	.101	.068	.014	.023	.688
622	.239	.227	.227	.112	.252	.261	.152	.068	.228	.156	.735
623	.124	.091	.083	.045	.126	.161	.093	.034	.085	.055	.727
624	.226	.261	.242	.156	.27	.196	.253	.068	.1	.172	.76
625	.35	.261	.28	.089	.216	.422	.244	.17	.171	.18	.703
626	.228	.125	.189	.0	.27	.283	.194	.238	.242	.086	.752
627	.194	.136	.174	.022	.072	.248	.227	.476	.085	.094	.776
628	.252	.205	.265	.134	.324	.279	.185	.17	.228	.141	.805
629	.394	.409	.447	.179	.288	.435	.337	.238	.242	.282	.839
630	.397	.284	.28	.312	.486	.318	.379	.204	.285	.196	.643
631	.13	.17	.106	.045	.072	.139	.16	.034	.085	.11	.772
632	.343	.239	.341	.112	.378	.4	.303	.34	.356	.164	.774
633	.316	.25	.28	.045	.198	.396	.253	.17	.142	.172	.739
634	.111	.034	.053	.022	.108	.131	.126	.068	.0	.023	.664
635	.341	.477	.311	.112	.306	.409	.244	.272	.057	.329	.741
636	.275	.205	.477	.067	.288	.339	.236	.102	.228	.141	.901
637	.322	.307	.311	.156	.36	.313	.261	.068	.171	.211	.719
638	.247	.205	.235	.067	.252	.3	.202	.204	.171	.141	.771
639	.183	.08	.129	.022	.108	.209	.21	.136	.057	.055	.687
640	.188	.159	.197	.067	.252	.261	.067	.068	.171	.11	.769
641	.19	.205	.144	.112	.072	.239	.194	.17	.057	.141	.766
642	.318	.341	.326	.134	.126	.418	.236	.238	.085	.235	.778
643	.475	.398	.583	.112	.36	.609	.429	.374	.199	.274	.77
644	.296	.239	.417	.179	.234	.37	.227	.17	.157	.164	.906
645	.267	.307	.205	.246	.09	.309	.303	.34	.043	.219	.683
646	.23	.17	.235	.022	.18	.265	.177	.136	.057	.117	.761
647	.252	.205	.303	.156	.126	.331	.194	.238	.085	.141	.807
648	.194	.25	.106	.022	.072	.157	.101	.136	.043	.172	.671
649	.2	.193	.129	.089	.126	.244	.202	.0	.271	.133	.742
650	.407	.341	.409	.134	.234	.448	.345	.306	.256	.235	.781
651	.271	.284	.189	.223	.234	.283	.177	.068	.242	.188	.658
652	.22	.205	.197	.067	.162	.226	.21	.204	.157	.141	.743
653	.203	.216	.212	.045	.126	.261	.143	.0	.071	.149	.803
654	.384	.386	.485	.312	.288	.461	.303	.34	.057	.266	.833
655	.151	.148	.174	.089	.108	.144	.219	.238	.085	.102	.777
656	.294	.182	.189	.179	.252	.283	.236	.204	.043	.125	.701
657	.247	.295	.205	.089	.054	.309	.244	.0	.128	.203	.772
658	.249	.227	.326	.179	.306	.305	.135	.0	.228	.156	.837
659	.356	.273	.341	.179	.18	.461	.303	.136	.157	.188	.805
660	.416	.341	.477	.112	.468	.505	.236	.238	.541	.235	.797
661	.232	.17	.189	.067	.198	.287	.185	.272	.242	.117	.745
662	.134	.102	.136	.089	.108	.165	.084	.0	.142	.07	.762
663	.288	.239	.235	.156	.342	.283	.278	.204	.271	.164	.716
664	.367	.295	.318	.246	.378	.379	.32	.408	.057	.203	.734
665	.175	.159	.114	.0	.09	.222	.152	.17	.0	.11	.66
666	.373	.216	.356	.045	.288	.461	.345	.136	.128	.149	.789
667	.284	.205	.258	.089	.234	.326	.278	.136	.142	.141	.73
668	.35	.409	.477	.201	.234	.418	.32	.34	.242	.274	.827
669	.358	.318	.318	.268	.252	.326	.354	.306	.228	.211	.683
670	.292	.216	.235	.112	.234	.344	.278	.136	.128	.149	.72
671	.213	.17	.303	.067	.09	.248	.261	.068	.128	.117	.85
672	.333	.284	.303	.223	.234	.4	.278	.17	.214	.203	.766
673	.1	.091	.091	.0	.054	.131	.067	.136	.1	.063	.75
674	.177	.216	.197	.067	.306	.178	.101	.034	.1	.149	.777
675	.267	.17	.174	.089	.288	.352	.177	.17	.014	.117	.715
676	.164	.125	.098	.0	.126	.218	.143	.034	.057	.086	.731
677	.209	.136	.129	.112	.216	.248	.152	.102	.071	.094	.681
678	.382	.273	.28	.089	.234	.479	.354	.578	.057	.188	.738
679	.247	.261	.174	.134	.198	.27	.269	.17	.1	.18	.72
680	.352	.216	.265	.067	.162	.409	.396	.238	.399	.149	.719
681	.243	.239	.197	.045	.108	.292	.269	.068	.114	.164	.747
682	.45	.398	.348	.134	.288	.522	.404	.374	.256	.274	.723
683	.35	.477	.28	.201	.288	.431	.286	.136	.442	.329	.746
684	.279	.273	.326	.089	.252	.313	.236	.136	.214	.188	.86
685	.318	.239	.523	.179	.342	.392	.253	.136	.142	.164	.909
686	.324	.295	.242	.134	.27	.37	.269	.374	.057	.203	.732
687	.198	.261	.068	.089	.144	.183	.32	.034	.028	.18	.685
688	.226	.159	.288	.089	.126	.27	.202	.034	.356	.11	.813
689	.292	.25	.22	.112	.198	.335	.311	.238	.199	.172	.745
690	.318	.307	.265	.134	.288	.352	.311	.238	.328	.211	.743
691	.122	.068	.076	.022	.108	.165	.093	.068	.0	.047	.742
692	.104	.034	.144	.022	.108	.126	.034	.034	.028	.023	.717
693	.222	.125	.227	.156	.09	.27	.244	.034	.014	.086	.793
694	.275	.273	.303	.179	.234	.3	.261	.102	.071	.188	.813
695	.284	.261	.341	.045	.234	.4	.185	.068	.171	.18	.816
696	.217	.182	.174	.045	.18	.252	.202	.136	.185	.125	.716
697	.365	.284	.303	.179	.108	.409	.311	.374	.114	.196	.697
698	.16	.068	.114	.089	.126	.183	.152	.068	.043	.047	.685
699	.665	.5	.75	.246	.54	.701	.598	.374	.541	.344	.787
700	.232	.182	.106	.112	.108	.248	.278	.034	.057	.125	.666
701	.271	.375	.273	.156	.27	.261	.303	.102	.028	.258	.767
702	.1	.08	.159	.0	.108	.126	.093	.17	.043	.055	.868
703	.35	.227	.28	.089	.18	.418	.21	.0	.427	.156	.732
704	.166	.136	.068	.067	.144	.17	.177	.17	.071	.094	.677
705	.299	.318	.341	.134	.234	.383	.244	.374	.328	.219	.775
706	.373	.398	.492	.067	.288	.466	.328	.17	.228	.274	.849
707	.29	.159	.106	.179	.126	.279	.152	.204	.014	.125	.571
708	.279	.239	.205	.156	.216	.309	.269	.238	.271	.164	.752
709	.531	.398	.455	.246	.306	.5	.303	.272	.114	.274	.701
710	.307	.318	.356	.156	.216	.313	.337	.306	.285	.211	.791
711	.32	.239	.227	.201	.27	.366	.337	.306	.499	.164	.744
712	.35	.25	.205	.0	.27	.396	.194	.034	.057	.172	.703
713	.279	.25	.174	.045	.252	.313	.236	.068	.157	.172	.732
714	.433	.284	.371	.179	.558	.5	.311	.374	.199	.196	.751
715	.104	.148	.083	.067	.036	.139	.076	.034	.014	.102	.715
716	.215	.284	.159	.045	.09	.231	.269	.102	.256	.196	.741
717	.252	.33	.28	.112	.18	.313	.227	.034	.043	.227	.777
718	.409	.33	.439	.134	.342	.496	.345	.612	.328	.227	.782
719	.2	.193	.25	.134	.306	.205	.177	.068	.028	.133	.808
720	.377	.295	.394	.156	.378	.44	.328	.612	.157	.203	.797
721	.352	.239	.402	.134	.306	.431	.261	.238	.1	.164	.787
722	.507	.443	.636	.357	.504	.557	.438	.442	.484	.305	.814
723	.461	.352	.47	.112	.234	.64	.379	.17	.328	.243	.769
724	.217	.216	.227	.022	.054	.287	.143	.068	.157	.149	.777
725	.156	.091	.106	.022	.144	.17	.093	.034	.071	.063	.726
726	.299	.261	.258	.112	.198	.348	.261	.0	.014	.18	.739
727	.124	.091	.136	.022	.054	.152	.143	.068	.1	.063	.777
728	.264	.227	.25	.112	.036	.339	.236	.272	.043	.156	.756
729	.164	.182	.189	.067	.162	.191	.152	.136	.1	.125	.805
730	.452	.33	.53	.112	.54	.553	.337	.204	.242	.227	.81
731	.416	.284	.409	.134	.324	.509	.37	.238	.057	.196	.774
732	.245	.193	.212	.201	.126	.357	.109	.068	.299	.133	.739
733	.087	.102	.083	.067	.036	.091	.076	.068	.157	.063	.768
734	.38	.398	.402	.134	.576	.418	.362	.102	.313	.282	.773
735	.348	.261	.417	.156	.18	.37	.446	.578	.413	.18	.814
736	.307	.284	.265	.112	.27	.296	.328	.476	.157	.196	.73
737	.311	.307	.288	.156	.414	.366	.219	.238	.413	.211	.738
738	.224	.114	.167	.022	.27	.239	.227	.0	.256	.078	.766
739	.275	.318	.28	.089	.432	.265	.261	.204	.185	.219	.768
740	.335	.216	.386	.067	.342	.379	.236	.408	.043	.149	.764
741	.284	.182	.333	.134	.198	.3	.303	.17	.199	.125	.855
742	.478	.466	.136	.201	.432	.418	.286	.306	.256	.321	.634
743	.365	.307	.341	.179	.234	.431	.328	.102	.356	.211	.787
744	.307	.227	.25	.134	.09	.3	.219	.204	.313	.156	.728
745	.384	.159	.303	.201	.27	.405	.379	.578	.014	.11	.758
746	.262	.261	.205	.112	.288	.287	.227	.204	.171	.18	.709
747	.188	.17	.212	.067	.162	.244	.135	.136	.128	.117	.786
748	.32	.307	.333	.067	.18	.383	.311	.272	.228	.211	.746
749	.345	.432	.371	.089	.27	.409	.32	.17	.499	.297	.757
750	.275	.182	.182	.201	.198	.331	.21	.34	.242	.125	.699
751	.269	.205	.189	.089	.162	.248	.337	.136	.128	.141	.692
752	.158	.125	.136	.045	.144	.205	.143	.034	.057	.086	.734
753	.252	.102	.205	.045	.108	.292	.269	.306	.128	.07	.728
754	.339	.261	.424	.246	.342	.383	.269	.272	.242	.18	.832
755	.448	.33	.439	.179	.324	.509	.345	.17	.356	.227	.76
756	.247	.136	.235	.089	.144	.274	.278	.374	.043	.094	.757
757	.354	.284	.402	.134	.234	.357	.37	.306	.399	.188	.78
758	.307	.25	.182	.179	.252	.313	.236	.204	.043	.172	.694
759	.324	.284	.545	.045	.144	.431	.328	.476	.214	.196	.885
760	.279	.216	.227	.089	.126	.326	.286	.51	.185	.149	.706
761	.237	.17	.242	.045	.216	.287	.135	.136	.157	.117	.757
762	.348	.409	.515	.022	.522	.383	.311	.578	.427	.282	.868
763	.2	.273	.242	.112	.252	.235	.135	.068	.157	.188	.856
764	.456	.341	.394	.179	.324	.474	.497	.544	.085	.235	.732
765	.22	.227	.121	.134	.126	.226	.269	.068	.071	.156	.696
766	.186	.102	.129	.089	.126	.218	.185	.034	.1	.07	.718
767	.275	.284	.182	.045	.252	.348	.118	.0	.071	.196	.678
768	.294	.193	.273	.067	.18	.37	.236	.17	.1	.133	.726
769	.452	.352	.591	.223	.432	.614	.261	.136	.228	.243	.86
770	.235	.284	.25	.112	.09	.274	.244	.136	.114	.196	.76
771	.324	.25	.371	.045	.198	.461	.21	.204	.1	.18	.773
772	.437	.364	.447	.179	.396	.553	.311	.204	.271	.25	.808
773	.335	.318	.28	.112	.288	.4	.311	.204	.0	.219	.737
774	.326	.216	.273	.112	.216	.47	.202	.204	.1	.149	.8
