id	mls	mlt	mlc	c_s	vp_t	c_t	dc_c	dc_t	t_s	ct_t	cp_t	cp_c	cn_t	cn_c
191	0.0470	0.0391	0.0419	0.1485	0.1248	0.1473	0.4571	0.0821	0.1461	0.0821	0.1897	0.2182	0.0287	0.0522	
192	0.0410	0.0343	0.0440	0.1270	0.1099	0.1229	0.4110	0.0615	0.1498	0.0615	0.0434	0.0598	0.0424	0.0926	
193	0.0379	0.0349	0.0489	0.1077	0.1069	0.1124	0.3043	0.0417	0.1388	0.0387	0.0630	0.0949	0.0377	0.0901	
194	0.0534	0.0414	0.0522	0.1318	0.1081	0.1250	0.2879	0.0438	0.1528	0.0508	0.0976	0.1322	0.0469	0.1006	
195	0.0344	0.0347	0.0500	0.0980	0.1186	0.1094	0.3846	0.0513	0.1299	0.0513	0.0813	0.1259	0.0650	0.1593	
196	0.0385	0.0364	0.0468	0.1139	0.1317	0.1228	0.4468	0.0668	0.1345	0.0700	0.1009	0.1393	0.0463	0.1011	
197	0.0555	0.0466	0.0384	0.1846	0.1769	0.1908	0.5441	0.1265	0.1403	0.1197	0.0903	0.0802	0.0733	0.1030	
198	0.0666	0.0517	0.0509	0.1623	0.1448	0.1603	0.4182	0.0817	0.1468	0.0781	0.0844	0.0892	0.0695	0.1163	
199	0.0575	0.0412	0.0404	0.1810	0.1410	0.1608	0.3942	0.0772	0.1632	0.0904	0.1095	0.1154	0.0586	0.0978	
200	0.0348	0.0326	0.0378	0.1307	0.1434	0.1358	0.4038	0.0668	0.1395	0.0700	0.0505	0.0629	0.0427	0.0844	
201	0.0492	0.0398	0.0484	0.1332	0.1178	0.1295	0.3962	0.0625	0.1491	0.0625	0.1338	0.1750	0.0438	0.0908	
202	0.0377	0.0359	0.0408	0.1285	0.1124	0.1385	0.4528	0.0764	0.1345	0.0764	0.1430	0.1750	0.0374	0.0724	
203	0.0484	0.0420	0.0402	0.1584	0.1627	0.1646	0.4921	0.0987	0.1395	0.0891	0.1850	0.1905	0.0540	0.0880	
204	0.0311	0.0280	0.0357	0.1275	0.1005	0.1236	0.3548	0.0534	0.1495	0.0632	0.0385	0.0528	0.0294	0.0639	
205	0.0391	0.0382	0.0565	0.0953	0.1028	0.1064	0.3485	0.0452	0.1299	0.0452	0.0675	0.1075	0.0370	0.0932	
206	0.0481	0.0415	0.0507	0.1249	0.1332	0.1291	0.4130	0.0650	0.1403	0.0684	0.0542	0.0711	0.0408	0.0848	
207	0.0338	0.0329	0.0405	0.1195	0.1188	0.1282	0.3864	0.0604	0.1351	0.0533	0.0750	0.0992	0.0271	0.0568	
208	0.0568	0.0569	0.0508	0.1425	0.1436	0.1768	0.5714	0.1231	0.1169	0.1231	0.1084	0.1039	0.0784	0.1190	
209	0.0688	0.0534	0.0526	0.1612	0.1873	0.1599	0.3684	0.0718	0.1461	0.0718	0.1084	0.1148	0.1433	0.2405	
210	0.0575	0.0464	0.0666	0.1096	0.1279	0.1097	0.3095	0.0414	0.1449	0.0414	0.0757	0.1169	0.0415	0.1015	
211	0.0334	0.0272	0.0274	0.1753	0.1348	0.1566	0.3226	0.0615	0.1623	0.0615	0.0976	0.1055	0.0218	0.0373	
212	0.0362	0.0313	0.0405	0.1256	0.1001	0.1219	0.4054	0.0602	0.1494	0.0602	0.1591	0.2211	0.0307	0.0675	
213	0.0394	0.0334	0.0390	0.1391	0.1514	0.1350	0.5122	0.0843	0.1494	0.0843	0.1272	0.1597	0.0277	0.0550	
214	0.0866	0.0683	0.0853	0.1212	0.1461	0.1263	0.3200	0.0492	0.1391	0.0492	0.2276	0.3055	0.0952	0.2023	
215	0.0812	0.0668	0.0790	0.1236	0.1492	0.1332	0.3922	0.0637	0.1345	0.0637	0.1261	0.1604	0.0641	0.1290	
216	0.0639	0.0491	0.0405	0.1968	0.1808	0.1910	0.5862	0.1365	0.1494	0.1244	0.0530	0.0470	0.0583	0.0819	
217	0.0324	0.0249	0.0310	0.1514	0.1070	0.1268	0.2874	0.0444	0.1732	0.0515	0.0281	0.0376	0.0225	0.0476	
218	0.0332	0.0352	0.0611	0.0783	0.0989	0.0909	0.2333	0.0258	0.1249	0.0222	0.1951	0.3637	0.0261	0.0772	
219	0.0553	0.0461	0.0545	0.1298	0.1393	0.1333	0.4545	0.0738	0.1412	0.0738	0.0976	0.1240	0.0337	0.0678	
220	0.0329	0.0320	0.0477	0.0993	0.0993	0.1057	0.2333	0.0301	0.1362	0.0301	0.0340	0.0545	0.0288	0.0731	
221	0.0313	0.0342	0.0558	0.0822	0.0968	0.0968	0.3478	0.0410	0.1230	0.0359	0.1084	0.1897	0.0287	0.0795	
222	0.0490	0.0455	0.0481	0.1333	0.1164	0.1488	0.3636	0.0659	0.1299	0.0659	0.1045	0.1190	0.0620	0.1119	
223	0.1200	0.0856	0.0570	0.2424	0.2317	0.2367	0.5200	0.1500	0.1484	0.1558	0.2896	0.2073	0.1516	0.1718	
224	0.0606	0.0432	0.0489	0.1561	0.1236	0.1394	0.3696	0.0628	0.1623	0.0591	0.0585	0.0711	0.0482	0.0927	
225	0.0338	0.0320	0.0444	0.1089	0.1038	0.1136	0.3043	0.0421	0.1389	0.0442	0.0689	0.1028	0.0243	0.0574	
226	0.0427	0.0388	0.0505	0.1143	0.1124	0.1212	0.3438	0.0508	0.1367	0.0554	0.0732	0.1023	0.0232	0.0514	
227	0.0444	0.0406	0.0493	0.1207	0.1324	0.1299	0.3750	0.0593	0.1347	0.0593	0.0697	0.0909	0.0455	0.0939	
228	0.1048	0.0866	0.0550	0.2221	0.2503	0.2479	0.5833	0.1762	0.1299	0.1762	0.1330	0.0909	0.0829	0.0897	
229	0.0330	0.0352	0.0455	0.1046	0.1270	0.1219	0.4054	0.0602	0.1245	0.0602	0.0530	0.0737	0.0344	0.0757	
230	0.0405	0.0380	0.0444	0.1248	0.1334	0.1349	0.3684	0.0606	0.1341	0.0606	0.0991	0.1244	0.0360	0.0716	
231	0.0364	0.0320	0.0468	0.1092	0.0951	0.1078	0.2162	0.0284	0.1468	0.0284	0.0750	0.1179	0.0291	0.0725	
232	0.0445	0.0422	0.0471	0.1266	0.1245	0.1413	0.4203	0.0724	0.1299	0.0748	0.0923	0.1107	0.0516	0.0980	
233	0.1225	0.0996	0.0933	0.1508	0.1623	0.1683	0.4000	0.0821	0.1299	0.0615	0.2981	0.3000	0.0994	0.1584	
234	0.0324	0.0333	0.0461	0.1018	0.1071	0.1136	0.3125	0.0433	0.1299	0.0433	0.0991	0.1477	0.0446	0.1054	
235	0.0376	0.0352	0.0349	0.1500	0.1376	0.1591	0.3095	0.0600	0.1367	0.0600	0.0488	0.0519	0.0447	0.0754	
236	0.0633	0.0467	0.0324	0.2443	0.1639	0.2273	0.5000	0.1385	0.1558	0.1462	0.1626	0.1212	0.0516	0.0609	
237	0.0585	0.0497	0.0517	0.1433	0.1626	0.1515	0.4474	0.0826	0.1371	0.0923	0.0642	0.0718	0.0552	0.0978	
238	0.0893	0.0698	0.0564	0.1880	0.1886	0.1948	0.5556	0.1319	0.1399	0.1385	0.1045	0.0909	0.0971	0.1337	
239	0.0711	0.0564	0.0500	0.1745	0.1612	0.1779	0.5370	0.1164	0.1422	0.1164	0.1060	0.1010	0.0404	0.0609	
240	0.0433	0.0413	0.0583	0.1000	0.1242	0.1116	0.1786	0.0243	0.1299	0.0243	0.0513	0.0779	0.0498	0.1197	
241	0.0652	0.0430	0.0421	0.1923	0.1299	0.1610	0.3824	0.0750	0.1732	0.0750	0.2439	0.2567	0.0430	0.0717	
242	0.0427	0.0395	0.0537	0.1073	0.1282	0.1160	0.3061	0.0433	0.1341	0.0433	0.0915	0.1336	0.0371	0.0858	
243	0.0458	0.0386	0.0367	0.1657	0.1730	0.1655	0.4699	0.0947	0.1451	0.1069	0.0578	0.0591	0.0421	0.0683	
244	0.0713	0.0663	0.0439	0.1991	0.2608	0.2381	0.5682	0.1648	0.1212	0.1582	0.1742	0.1240	0.1315	0.1482	
245	0.0711	0.0540	0.0428	0.2036	0.2177	0.1989	0.5238	0.1269	0.1484	0.1500	0.1829	0.1558	0.0688	0.0928	
246	0.0443	0.0402	0.0520	0.1141	0.1197	0.1219	0.3649	0.0542	0.1358	0.0542	0.1167	0.1622	0.0475	0.1046	
247	0.0435	0.0314	0.0377	0.1551	0.0972	0.1310	0.2500	0.0399	0.1716	0.0474	0.0857	0.1108	0.0339	0.0695	
248	0.0273	0.0269	0.0370	0.1126	0.1049	0.1145	0.3529	0.0492	0.1425	0.0554	0.0976	0.1444	0.0359	0.0842	
249	0.0492	0.0456	0.0496	0.1298	0.1246	0.1449	0.4091	0.0722	0.1299	0.0722	0.0424	0.0496	0.0486	0.0900	
250	0.0348	0.0366	0.0546	0.0905	0.0928	0.1054	0.2812	0.0361	0.1245	0.0361	0.0848	0.1364	0.0426	0.1085	
251	0.0577	0.0452	0.0422	0.1735	0.1740	0.1686	0.4783	0.0983	0.1491	0.1042	0.1101	0.1107	0.0572	0.0910	
252	0.0483	0.0390	0.0434	0.1462	0.1217	0.1414	0.4464	0.0769	0.1498	0.0862	0.0894	0.1071	0.0464	0.0881	
253	0.0556	0.0503	0.0357	0.1988	0.2006	0.2219	0.6341	0.1714	0.1299	0.1451	0.0697	0.0532	0.0700	0.0847	
254	0.0572	0.0515	0.0497	0.1463	0.1650	0.1633	0.5362	0.1067	0.1299	0.1038	0.1143	0.1186	0.0462	0.0759	
255	0.0392	0.0326	0.0398	0.1357	0.1248	0.1291	0.3913	0.0615	0.1525	0.0684	0.1084	0.1423	0.0376	0.0781	
256	0.0575	0.0431	0.0521	0.1403	0.1124	0.1305	0.2258	0.0359	0.1558	0.0462	0.1220	0.1583	0.0497	0.1022	
257	0.0644	0.0517	0.0369	0.2172	0.1915	0.2204	0.4688	0.1259	0.1429	0.1385	0.1109	0.0852	0.0907	0.1104	
258	0.0633	0.0405	0.0394	0.2010	0.1311	0.1620	0.4416	0.0872	0.1798	0.1128	0.0542	0.0567	0.0564	0.0934	
259	0.0513	0.0424	0.0414	0.1609	0.1442	0.1616	0.4688	0.0923	0.1443	0.0862	0.0569	0.0597	0.0424	0.0704	
260	0.0281	0.0301	0.0403	0.1053	0.1259	0.1176	0.4222	0.0605	0.1299	0.0605	0.0336	0.0485	0.0243	0.0555	
261	0.0485	0.0398	0.0521	0.1222	0.1074	0.1203	0.2593	0.0380	0.1472	0.0380	0.1076	0.1515	0.0420	0.0936	
262	0.0525	0.0384	0.0307	0.2206	0.2097	0.1970	0.5128	0.1231	0.1623	0.1415	0.0976	0.0839	0.0493	0.0672	
263	0.0702	0.0509	0.0658	0.1312	0.1030	0.1221	0.2586	0.0385	0.1558	0.0385	0.1423	0.1975	0.0573	0.1261	
264	0.0652	0.0449	0.0438	0.1848	0.1343	0.1614	0.4694	0.0923	0.1659	0.1003	0.1272	0.1336	0.0419	0.0696	
265	0.0286	0.0313	0.0466	0.0924	0.1043	0.1061	0.3469	0.0448	0.1263	0.0475	0.0070	0.0111	0.0349	0.0883	
266	0.0459	0.0416	0.0450	0.1357	0.1383	0.1457	0.3800	0.0675	0.1351	0.0675	0.1032	0.1200	0.0463	0.0853	
267	0.0685	0.0492	0.0551	0.1535	0.1384	0.1407	0.3654	0.0626	0.1581	0.0923	0.1394	0.1678	0.0565	0.1078	
268	0.0467	0.0372	0.0408	0.1517	0.1376	0.1439	0.3421	0.0600	0.1528	0.0600	0.0732	0.0861	0.0241	0.0449	
269	0.0649	0.0480	0.0531	0.1519	0.1506	0.1424	0.5106	0.0886	0.1546	0.0738	0.1073	0.1276	0.0440	0.0830	
270	0.0454	0.0397	0.0406	0.1488	0.1545	0.1542	0.4386	0.0824	0.1399	0.0824	0.0523	0.0574	0.0258	0.0449	
271	0.0329	0.0224	0.0318	0.1493	0.0955	0.1111	0.2955	0.0400	0.1948	0.0492	0.0732	0.1115	0.0183	0.0443	
272	0.0422	0.0351	0.0437	0.1305	0.1074	0.1263	0.3333	0.0513	0.1498	0.0472	0.0921	0.1237	0.0302	0.0642	
273	0.0890	0.0634	0.0408	0.2592	0.2031	0.2448	0.5238	0.1562	0.1535	0.1704	0.1501	0.1039	0.1667	0.1828	
274	0.0404	0.0352	0.0488	0.1131	0.1049	0.1136	0.2444	0.0338	0.1443	0.0338	0.0813	0.1212	0.0218	0.0514	
275	0.0549	0.0448	0.0571	0.1232	0.0936	0.1237	0.2857	0.0431	0.1443	0.0492	0.1138	0.1558	0.0499	0.1082	
276	0.0429	0.0332	0.0453	0.1278	0.1150	0.1154	0.3750	0.0527	0.1604	0.0527	0.1045	0.1534	0.0336	0.0781	
277	0.0529	0.0430	0.0619	0.1103	0.1269	0.1094	0.2564	0.0342	0.1461	0.0410	0.1716	0.2657	0.0395	0.0969	
278	0.0441	0.0419	0.0563	0.1049	0.1277	0.1171	0.3824	0.0545	0.1299	0.0462	0.1220	0.1765	0.0313	0.0717	
279	0.0442	0.0432	0.0723	0.0818	0.1021	0.0941	0.2195	0.0252	0.1261	0.0224	0.0961	0.1730	0.0396	0.1129	
280	0.0346	0.0339	0.0548	0.0898	0.0915	0.0974	0.2444	0.0290	0.1337	0.0290	0.0976	0.1697	0.0344	0.0948	
281	0.0416	0.0400	0.0416	0.1357	0.1264	0.1515	0.5000	0.0923	0.1299	0.0923	0.0762	0.0852	0.0527	0.0933	
282	0.0508	0.0426	0.0500	0.1324	0.1200	0.1343	0.4359	0.0713	0.1429	0.0671	0.1109	0.1399	0.0477	0.0953	
283	0.0554	0.0502	0.0396	0.1789	0.2094	0.1997	0.4828	0.1175	0.1299	0.1175	0.0887	0.0752	0.0704	0.0945	
284	0.0641	0.0566	0.0465	0.1719	0.1985	0.1919	0.5526	0.1292	0.1299	0.1292	0.1463	0.1292	0.0952	0.1331	
285	0.0600	0.0471	0.0505	0.1498	0.1430	0.1469	0.4219	0.0755	0.1478	0.0811	0.0887	0.1023	0.0662	0.1209	
286	0.0633	0.0560	0.0518	0.1527	0.1264	0.1705	0.5556	0.1154	0.1299	0.1154	0.0000	0.0000	0.0559	0.0880	
287	0.0511	0.0470	0.0505	0.1315	0.1650	0.1468	0.4839	0.0865	0.1299	0.0894	0.0991	0.1144	0.0591	0.1081	
288	0.0387	0.0340	0.0466	0.1149	0.1027	0.1149	0.2727	0.0382	0.1449	0.0414	0.0505	0.0744	0.0267	0.0623	
289	0.0618	0.0412	0.0461	0.1681	0.1264	0.1407	0.3269	0.0560	0.1732	0.0824	0.1132	0.1364	0.0418	0.0797	
290	0.0555	0.0442	0.0481	0.1474	0.1464	0.1446	0.4286	0.0755	0.1478	0.0839	0.0665	0.0779	0.0454	0.0841	
291	0.0457	0.0405	0.0623	0.0976	0.1124	0.1025	0.2826	0.0353	0.1380	0.0326	0.0646	0.1067	0.0450	0.1179	
292	0.0513	0.0416	0.0576	0.1156	0.1070	0.1136	0.2381	0.0330	0.1474	0.0396	0.0929	0.1385	0.0393	0.0928	
293	0.0416	0.0400	0.0329	0.1717	0.1454	0.1916	0.5814	0.1357	0.1299	0.1303	0.0717	0.0634	0.0496	0.0694	
294	0.0487	0.0392	0.0395	0.1619	0.1367	0.1566	0.4032	0.0769	0.1498	0.0831	0.1057	0.1144	0.0321	0.0550	
295	0.0481	0.0448	0.0555	0.1140	0.1258	0.1273	0.4524	0.0702	0.1299	0.0738	0.1854	0.2468	0.0317	0.0667	
296	0.0534	0.0340	0.0284	0.2420	0.1600	0.1882	0.5244	0.1203	0.1863	0.1483	0.1774	0.1597	0.0386	0.0550	
297	0.0614	0.0510	0.0505	0.1527	0.1367	0.1591	0.4921	0.0954	0.1391	0.0954	0.0488	0.0519	0.0602	0.1015	
298	0.0374	0.0370	0.0384	0.1357	0.1426	0.1515	0.5192	0.0959	0.1299	0.0923	0.1126	0.1259	0.0470	0.0832	
299	0.0468	0.0400	0.0399	0.1551	0.1539	0.1581	0.3750	0.0722	0.1422	0.0722	0.0530	0.0568	0.0591	0.1003	
300	0.0402	0.0400	0.0453	0.1215	0.1306	0.1392	0.4118	0.0699	0.1265	0.0699	0.0725	0.0883	0.0470	0.0905	
301	0.0304	0.0288	0.0399	0.1123	0.1036	0.1136	0.2708	0.0375	0.1433	0.0404	0.0915	0.1364	0.0349	0.0825	
302	0.0411	0.0373	0.0542	0.1033	0.0929	0.1082	0.3000	0.0396	0.1383	0.0396	0.0796	0.1247	0.0397	0.0984	
303	0.0560	0.0472	0.0567	0.1260	0.1273	0.1313	0.3654	0.0585	0.1391	0.0615	0.1138	0.1468	0.0436	0.0890	
304	0.0671	0.0527	0.0513	0.1619	0.1472	0.1620	0.4516	0.0891	0.1449	0.0923	0.1430	0.1496	0.0498	0.0825	
305	0.0581	0.0273	0.0316	0.2331	0.1098	0.1360	0.4051	0.0671	0.2484	0.0839	0.0443	0.0553	0.0477	0.0941	
306	0.0416	0.0327	0.0359	0.1576	0.1257	0.1435	0.3333	0.0583	0.1592	0.0680	0.0578	0.0682	0.0235	0.0440	
307	0.0408	0.0394	0.0583	0.0955	0.1207	0.1066	0.2368	0.0308	0.1299	0.0308	0.1084	0.1723	0.0159	0.0401	
308	0.1883	0.1481	0.0280	0.7466	0.7584	0.8333	0.6364	0.6462	0.1299	0.6462	0.0000	0.0000	0.3784	0.1219	
309	0.0736	0.0515	0.0416	0.2156	0.1685	0.1948	0.5741	0.1363	0.1604	0.1319	0.0929	0.0808	0.0860	0.1185	
310	0.0664	0.0583	0.0606	0.1357	0.1436	0.1515	0.4722	0.0872	0.1299	0.0872	0.2168	0.2424	0.0765	0.1354	
311	0.0331	0.0304	0.0380	0.1257	0.1086	0.1263	0.3200	0.0492	0.1443	0.0492	0.0650	0.0873	0.0298	0.0634	
312	0.0307	0.0320	0.0325	0.1391	0.1348	0.1553	0.4878	0.0923	0.1299	0.0923	0.0122	0.0133	0.0335	0.0580	
314	0.0623	0.0528	0.0525	0.1487	0.1583	0.1584	0.4783	0.0923	0.1361	0.0965	0.0776	0.0830	0.0766	0.1298	
315	0.0700	0.0539	0.0648	0.1328	0.1253	0.1311	0.3778	0.0604	0.1468	0.0568	0.1407	0.1818	0.1025	0.2099	
316	0.0671	0.0502	0.0581	0.1428	0.1421	0.1359	0.2951	0.0489	0.1523	0.0543	0.1004	0.1252	0.0718	0.1418	
317	0.0515	0.0434	0.0515	0.1296	0.1420	0.1326	0.3968	0.0641	0.1417	0.0667	0.0813	0.1039	0.0435	0.0880	
318	0.0633	0.0512	0.0532	0.1487	0.1563	0.1515	0.4348	0.0803	0.1422	0.0923	0.0954	0.1067	0.0591	0.1046	
319	0.0380	0.0350	0.0486	0.1086	0.1071	0.1136	0.3958	0.0548	0.1385	0.0577	0.0381	0.0568	0.0280	0.0660	
320	0.1077	0.0819	0.0615	0.2036	0.2118	0.2098	0.5278	0.1349	0.1407	0.1349	0.2064	0.1667	0.1482	0.1895	
321	0.0648	0.0553	0.0566	0.1425	0.1432	0.1540	0.3492	0.0655	0.1342	0.0655	0.0865	0.0952	0.1149	0.2002	
322	0.0674	0.0556	0.0468	0.1782	0.1884	0.1872	0.4524	0.1032	0.1380	0.1140	0.0861	0.0779	0.0708	0.1015	
323	0.0392	0.0397	0.0370	0.1458	0.1664	0.1690	0.5000	0.1030	0.1251	0.1030	0.0563	0.0564	0.0543	0.0861	
324	0.0568	0.0488	0.0463	0.1561	0.1605	0.1659	0.5217	0.1055	0.1364	0.1055	0.0813	0.0830	0.0459	0.0742	
325	0.0633	0.0439	0.0466	0.1697	0.1490	0.1482	0.4667	0.0843	0.1659	0.0763	0.1060	0.1212	0.0666	0.1205	
326	0.0530	0.0451	0.0590	0.1159	0.1226	0.1205	0.2857	0.0420	0.1394	0.0420	0.1109	0.1558	0.0493	0.1097	
327	0.0448	0.0358	0.0404	0.1483	0.1264	0.1397	0.4068	0.0692	0.1539	0.0750	0.0610	0.0740	0.0371	0.0713	
328	0.0318	0.0328	0.0410	0.1131	0.1386	0.1263	0.4200	0.0646	0.1299	0.0646	0.0569	0.0764	0.0373	0.0792	
329	0.0573	0.0442	0.0371	0.1961	0.1846	0.1876	0.5192	0.1187	0.1515	0.1275	0.0813	0.0734	0.0442	0.0633	
330	0.0543	0.0413	0.0445	0.1565	0.1293	0.1462	0.3855	0.0687	0.1551	0.0837	0.0908	0.1052	0.0400	0.0734	
331	0.0360	0.0331	0.0451	0.1125	0.1242	0.1156	0.3448	0.0486	0.1410	0.0486	0.0963	0.1411	0.0258	0.0599	
332	0.0470	0.0367	0.0447	0.1391	0.1100	0.1294	0.3902	0.0615	0.1558	0.0615	0.0508	0.0665	0.0530	0.1100	
333	0.0405	0.0320	0.0436	0.1270	0.1035	0.1156	0.2759	0.0389	0.1592	0.0510	0.0834	0.1222	0.0272	0.0630	
334	0.0438	0.0353	0.0371	0.1584	0.1283	0.1501	0.4381	0.0801	0.1530	0.0819	0.0460	0.0519	0.0282	0.0505	
335	0.0525	0.0366	0.0302	0.2248	0.1792	0.1912	0.5094	0.1187	0.1705	0.1143	0.1045	0.0926	0.0868	0.1219	
336	0.0510	0.0457	0.0488	0.1357	0.1336	0.1474	0.4444	0.0798	0.1335	0.0823	0.1055	0.1212	0.0381	0.0694	
337	0.0416	0.0370	0.0571	0.0990	0.0929	0.1020	0.2286	0.0284	0.1407	0.0284	0.1220	0.2026	0.0390	0.1027	
338	0.0718	0.0560	0.0376	0.2338	0.2247	0.2348	0.5806	0.1662	0.1443	0.1385	0.1707	0.1232	0.0482	0.0550	
339	0.0683	0.0531	0.0397	0.2121	0.2102	0.2104	0.5733	0.1470	0.1461	0.1573	0.1626	0.1309	0.1000	0.1275	
340	0.0405	0.0367	0.0591	0.0936	0.1015	0.0978	0.1750	0.0208	0.1388	0.0208	0.0865	0.1500	0.0316	0.0868	
341	0.0561	0.0447	0.0565	0.1267	0.1652	0.1248	0.3571	0.0543	0.1472	0.0597	0.1722	0.2338	0.0729	0.1567	
342	0.0617	0.0370	0.0540	0.1433	0.1011	0.1080	0.2807	0.0369	0.1924	0.0392	0.0549	0.0861	0.0426	0.1058	
343	0.0500	0.0400	0.0463	0.1410	0.1273	0.1364	0.3704	0.0615	0.1498	0.0646	0.0732	0.0909	0.0413	0.0812	
345	0.0863	0.0505	0.0536	0.1923	0.1318	0.1486	0.4118	0.0746	0.1876	0.1030	0.1689	0.1925	0.0278	0.0502	
346	0.0664	0.0518	0.0497	0.1654	0.1576	0.1641	0.4615	0.0923	0.1461	0.0974	0.1761	0.1818	0.0506	0.0828	
347	0.0606	0.0463	0.0321	0.2376	0.2207	0.2273	0.5238	0.1451	0.1515	0.1582	0.0523	0.0389	0.1020	0.1204	
348	0.0626	0.0463	0.0403	0.1946	0.1654	0.1810	0.4419	0.0974	0.1558	0.0974	0.0813	0.0761	0.0497	0.0737	
349	0.0517	0.0419	0.0436	0.1538	0.1388	0.1515	0.5294	0.0977	0.1472	0.0977	0.2152	0.2407	0.0496	0.0878	
350	0.0356	0.0331	0.0312	0.1609	0.1492	0.1672	0.5000	0.1019	0.1395	0.1019	0.1009	0.1023	0.0273	0.0438	
351	0.0353	0.0334	0.0442	0.1131	0.1011	0.1190	0.3636	0.0527	0.1377	0.0527	0.0558	0.0794	0.0202	0.0454	
352	0.0772	0.0607	0.0505	0.1851	0.1873	0.1894	0.5000	0.1154	0.1417	0.1154	0.2236	0.2000	0.0645	0.0914	
353	0.0351	0.0352	0.0407	0.1222	0.1404	0.1364	0.3889	0.0646	0.1299	0.0646	0.0244	0.0303	0.0361	0.0711	
354	0.0427	0.0408	0.0531	0.1086	0.1152	0.1212	0.2812	0.0415	0.1299	0.0415	0.0366	0.0512	0.0249	0.0552	
355	0.0374	0.0240	0.0312	0.1671	0.1011	0.1212	0.3438	0.0508	0.1998	0.0508	0.0488	0.0682	0.0155	0.0343	
356	0.0372	0.0352	0.0561	0.0926	0.0806	0.0988	0.2667	0.0321	0.1358	0.0361	0.1060	0.1818	0.0449	0.1219	
357	0.0599	0.0476	0.0614	0.1230	0.1217	0.1221	0.3103	0.0462	0.1461	0.0462	0.1355	0.1881	0.0679	0.1492	
358	0.0919	0.0685	0.0458	0.2376	0.2060	0.2357	0.5714	0.1641	0.1461	0.1846	0.2439	0.1753	0.1261	0.1436	
359	0.0199	0.0120	0.0167	0.2036	0.0843	0.1136	0.0000	0.0000	0.2597	0.0000	0.0000	0.0000	0.0086	0.0203	
360	0.0505	0.0342	0.0444	0.1481	0.1236	0.1212	0.2917	0.0431	0.1771	0.0431	0.0650	0.0909	0.0298	0.0660	
361	0.0360	0.0337	0.0467	0.1086	0.1065	0.1136	0.2917	0.0404	0.1385	0.0404	0.0813	0.1212	0.0358	0.0846	
362	0.0501	0.0381	0.0415	0.1576	0.1239	0.1448	0.3385	0.0597	0.1577	0.0652	0.1004	0.1175	0.0465	0.0862	
363	0.0992	0.0589	0.0504	0.2308	0.1605	0.1840	0.4412	0.0989	0.1818	0.0989	0.1045	0.0963	0.1327	0.1935	
364	0.0610	0.0511	0.0612	0.1251	0.1305	0.1315	0.3559	0.0570	0.1380	0.0624	0.1435	0.1849	0.0577	0.1177	
365	0.0676	0.0487	0.0638	0.1309	0.1074	0.1203	0.3519	0.0516	0.1577	0.0516	0.0359	0.0505	0.0557	0.1241	
366	0.0375	0.0342	0.0355	0.1471	0.1469	0.1515	0.4423	0.0817	0.1407	0.0852	0.1220	0.1364	0.0404	0.0715	
367	0.0717	0.0423	0.0500	0.1757	0.1169	0.1333	0.2500	0.0406	0.1910	0.0443	0.1073	0.1364	0.0612	0.1232	
368	0.0650	0.0477	0.0611	0.1324	0.1241	0.1231	0.3846	0.0577	0.1558	0.0654	0.0915	0.1259	0.0545	0.1187	
369	0.0416	0.0360	0.0428	0.1320	0.1039	0.1326	0.2857	0.0462	0.1443	0.0600	0.0732	0.0935	0.0275	0.0557	
370	0.0600	0.0454	0.0575	0.1316	0.1268	0.1243	0.3438	0.0521	0.1535	0.0544	0.1814	0.2471	0.0904	0.1952	
371	0.0393	0.0297	0.0376	0.1442	0.1033	0.1246	0.3137	0.0476	0.1678	0.0476	0.0551	0.0749	0.0178	0.0382	
372	0.0469	0.0392	0.0529	0.1172	0.1154	0.1167	0.2982	0.0424	0.1456	0.0449	0.0330	0.0478	0.0377	0.0866	
373	0.0525	0.0397	0.0487	0.1393	0.1124	0.1285	0.3333	0.0522	0.1572	0.0562	0.0318	0.0419	0.0359	0.0750	
374	0.1612	0.0887	0.0470	0.3846	0.2723	0.2972	0.6275	0.2272	0.1876	0.2556	0.2627	0.1497	0.1800	0.1625	
375	0.0894	0.0627	0.0489	0.2172	0.2528	0.2020	0.5000	0.1231	0.1558	0.1231	0.2032	0.1705	0.2552	0.3389	
376	0.1107	0.0618	0.0459	0.2795	0.1978	0.2121	0.4857	0.1255	0.1910	0.1957	0.1073	0.0857	0.0743	0.0940	
377	0.0539	0.0491	0.0681	0.1018	0.1161	0.1136	0.2889	0.0400	0.1299	0.0431	0.1463	0.2182	0.0487	0.1151	
378	0.0437	0.0430	0.0440	0.1336	0.1442	0.1540	0.4262	0.0800	0.1257	0.0800	0.1138	0.1252	0.0384	0.0669	
379	0.0424	0.0392	0.0473	0.1212	0.1356	0.1306	0.4600	0.0732	0.1345	0.0732	0.1009	0.1309	0.0480	0.0987	
380	0.0479	0.0283	0.0441	0.1429	0.0861	0.1010	0.2000	0.0246	0.2051	0.0400	0.0163	0.0273	0.0338	0.0899	
381	0.0365	0.0373	0.0590	0.0867	0.1172	0.0996	0.3478	0.0422	0.1263	0.0422	0.1045	0.1779	0.0329	0.0887	
382	0.0337	0.0301	0.0435	0.1111	0.1124	0.1091	0.3056	0.0406	0.1476	0.0406	0.0195	0.0303	0.0268	0.0660	
