essId	avgDpt	dptSD	nbDptD	nbDptSD
999	.209	.237	.087	.218
1000	.227	.252	.095	.202
1001	.225	.242	.08	.194
1002	.205	.195	.077	.193
1003	.233	.167	.054	.14
1004	.291	.282	.142	.302
1005	.172	.173	.059	.182
1006	.218	.226	.087	.211
1007	.18	.186	.076	.146
1008	.271	.372	.15	.322
1009	.244	.422	.182	.413
1010	.221	.233	.066	.257
1011	.217	.262	.119	.249
1012	.169	.203	.068	.151
1013	.241	.172	.071	.159
1014	.186	.149	.053	.093
1015	.204	.351	.119	.306
1016	.209	.226	.055	.156
1017	.195	.184	.059	.152
1018	.206	.251	.084	.221
1019	.196	.222	.07	.213
1020	.247	.311	.123	.208
1021	.261	.394	.133	.332
1022	.204	.206	.072	.155
1023	.256	.266	.101	.216
1024	.199	.264	.08	.245
1025	.238	.288	.131	.232
1026	.163	.213	.084	.175
1027	.186	.234	.112	.183
1028	.186	.156	.065	.13
1029	.221	.202	.084	.181
1030	.219	.153	.049	.162
1031	.252	.266	.108	.19
1032	.215	.205	.086	.19
1033	.164	.123	.058	.108
1034	.326	.42	.192	.371
1035	.184	.182	.082	.172
1036	.225	.303	.113	.299
1037	.357	.385	.158	.207
1038	.217	.277	.103	.305
1039	.214	.239	.075	.16
1040	.192	.27	.107	.109
1041	.149	.526	.14	.568
1042	.221	.215	.077	.261
1043	.253	.357	.124	.291
1044	.188	.282	.106	.285
1045	.19	.194	.068	.155
1046	.178	.26	.08	.259
1047	.183	.173	.064	.154
1048	.172	.164	.064	.14
1049	.271	.296	.123	.205
1050	.211	.255	.094	.213
1051	.265	.186	.053	.111
1052	.216	.272	.088	.252
1053	.192	.172	.066	.139
1054	.181	.155	.055	.156
1055	.216	.252	.104	.227
1056	.23	.287	.13	.293
1057	.202	.228	.073	.175
1058	.243	.186	.09	.137
1059	.368	.36	.19	.314
1060	.229	.268	.095	.255
1061	.21	.386	.141	.367
1062	.213	.25	.1	.23
1063	.199	.134	.045	.108
1064	.207	.236	.095	.203
1065	.233	.221	.068	.138
1066	.244	.216	.096	.166
1067	.152	.145	.06	.128
1068	.216	.263	.104	.237
1069	.231	.238	.12	.228
1070	.257	.288	.128	.266
1071	.254	.329	.088	.249
1072	.212	.233	.079	.201
1073	.25	.311	.147	.303
1074	.219	.227	.065	.136
1075	.229	.21	.08	.16
1076	.24	.307	.119	.327
1077	.306	.413	.155	.451
1078	.222	.257	.102	.226
1079	.256	.217	.091	.17
1080	.2	.189	.06	.129
1081	.173	.14	.057	.122
1082	.241	.4	.162	.248
1083	.193	.163	.055	.132
1084	.27	.398	.131	.3
1085	.27	.326	.142	.296
1086	.227	.267	.084	.19
1087	.191	.267	.111	.218
1088	.2	.216	.095	.243
1089	.207	.264	.089	.238
1090	.286	.38	.119	.327
1091	.203	.157	.064	.132
1092	.173	.206	.074	.203
1093	.213	.168	.059	.17
1094	.199	.21	.08	.124
1095	.213	.265	.081	.183
1096	.293	.473	.265	.34
1097	.244	.332	.129	.29
1098	.174	.16	.052	.136
1099	.236	.252	.069	.171
1100	.26	.404	.188	.415
1101	.236	.168	.083	.109
1102	.252	.229	.109	.181
1103	.31	.333	.16	.122
1104	.234	.249	.083	.172
1105	.193	.215	.079	.256
1106	.236	.187	.085	.188
1107	.265	.236	.072	.187
1108	.175	.211	.072	.244
1109	.173	.184	.078	.182
1110	.208	.223	.095	.167
1111	.253	.317	.105	.335
1112	.24	.283	.133	.26
1113	.227	.288	.102	.222
1114	.195	.197	.073	.141
1115	.194	.19	.077	.159
1116	.227	.32	.092	.334
1117	.281	.302	.129	.245
1118	.178	.225	.088	.171
1119	.201	.191	.087	.205
1120	.16	.189	.072	.16
1121	.155	.052	.033	.032
1122	.243	.254	.103	.246
1123	.371	.353	.159	.279
1124	.243	.172	.071	.182
1125	.232	.216	.082	.202
1126	.286	.344	.15	.306
1127	.225	.181	.083	.19
1128	.221	.362	.103	.286
1129	.209	.404	.137	.459
1130	.29	.188	.079	.209
1132	.233	.229	.074	.139
1133	.204	.224	.082	.175
1134	.227	.2	.088	.155
1135	.237	.253	.107	.255
1136	.258	.214	.085	.197
1137	.205	.292	.097	.252
1138	.155	.117	.047	.112
1139	.219	.358	.187	.352
1140	.219	.252	.076	.157
1141	.286	.378	.149	.321
1142	.206	.182	.067	.172
1143	.195	.188	.065	.161
1144	.219	.27	.084	.227
1145	.19	.168	.062	.139
1146	.22	.241	.104	.2
1147	.184	.146	.059	.134
1148	.255	.215	.098	.144
1149	.201	.196	.079	.139
1150	.183	.163	.062	.122
1151	.198	.21	.082	.238
1152	.23	.203	.088	.179
1153	.181	.19	.059	.15
1154	.233	.171	.053	.148
1155	.182	.263	.096	.274
1156	.24	.279	.098	.264
1157	.216	.22	.088	.177
1158	.251	.227	.085	.179
1159	.201	.225	.096	.26
1160	.267	.219	.07	.174
1161	.262	.246	.087	.195
1162	.209	.308	.105	.241
1163	.184	.181	.071	.135
1164	.249	.292	.103	.217
1165	.282	.4	.177	.313
1166	.181	.144	.05	.098
1167	.225	.262	.105	.252
1168	.31	.408	.201	.398
1169	.216	.374	.102	.279
1170	.26	.282	.101	.21
1171	.18	.187	.066	.172
1172	.199	.216	.077	.176
1173	.191	.25	.083	.271
1174	.2	.219	.082	.207
1175	.194	.142	.058	.135
1176	.217	.197	.074	.189
1177	.282	.435	.15	.269
1178	.292	.302	.126	.314
1179	.197	.219	.098	.192
1180	.181	.27	.082	.215
1181	.193	.163	.063	.171
1182	.243	.25	.108	.291
1183	.212	.276	.14	.239
1184	.189	.212	.076	.23
1185	.164	.19	.066	.179
1186	.221	.295	.136	.284
1187	.194	.19	.077	.161
1188	.234	.291	.119	.257
1189	.23	.184	.079	.203
1190	.205	.247	.099	.248
1191	.22	.202	.068	.132
1192	.263	.316	.115	.295
1193	.195	.211	.078	.193
1194	.204	.212	.078	.161
1195	.167	.205	.085	.207
1196	.178	.177	.067	.129
1197	.297	.473	.211	.429
1198	.315	.426	.234	.354
1199	.193	.245	.076	.181
1200	.271	.315	.142	.265
1201	.204	.168	.064	.135
1202	.242	.257	.081	.236
1203	.17	.136	.04	.101
1204	.208	.243	.102	.238
1205	.221	.245	.082	.15
1206	.163	.158	.052	.129
1207	.211	.227	.088	.21
1208	.305	.375	.125	.312
1209	.176	.191	.083	.141
1210	.183	.228	.097	.224
1211	.211	.229	.095	.198
1212	.24	.197	.085	.143
1213	.203	.196	.084	.197
1214	.161	.162	.058	.15
1215	.207	.335	.132	.303
1216	.254	.224	.081	.217
1217	.302	.287	.093	.147
1218	.192	.188	.077	.147
1219	.234	.192	.068	.158
1220	.184	.159	.061	.116
1221	.255	.229	.092	.178
1222	.156	.178	.082	.101
1223	.249	.335	.119	.266
1224	.242	.252	.088	.212
1225	.217	.225	.058	.135
1226	.233	.196	.056	.175
1227	.185	.336	.114	.208
1228	.274	.404	.135	.324
1229	.218	.265	.113	.177
1230	.223	.208	.08	.168
1231	.318	.347	.101	.275
1232	.203	.23	.102	.155
1233	.198	.299	.131	.25
1234	.217	.22	.089	.2
1236	.22	.189	.071	.167
1237	.18	.2	.082	.171
1238	.186	.194	.074	.169
1239	.225	.227	.064	.174
1240	.186	.167	.07	.146
1241	.193	.252	.108	.226
1242	.187	.216	.069	.226
1243	.258	.269	.133	.24
1244	.241	.327	.1	.27
1245	.243	.335	.087	.225
1246	.188	.211	.091	.177
1247	.292	.18	.097	.178
1248	.22	.157	.07	.172
1249	.177	.195	.073	.17
1250	.213	.232	.08	.194
1251	.186	.212	.088	.204
1252	.157	.224	.083	.18
1253	.044	.0	.044	.0
1254	.221	.186	.065	.134
1255	.205	.205	.077	.161
1256	.183	.204	.068	.173
1257	.197	.209	.078	.175
1258	.208	.241	.093	.19
1259	.196	.284	.095	.228
1260	.204	.18	.078	.126
1261	.218	.302	.097	.217
1262	.213	.221	.083	.198
1263	.267	.328	.127	.323
1264	.2	.153	.062	.097
1265	.174	.205	.075	.171
1266	.272	.352	.153	.209
1267	.216	.278	.122	.264
1268	.209	.203	.061	.114
1269	.205	.237	.082	.21
1270	.232	.17	.084	.216
1271	.185	.174	.07	.154
1272	.226	.24	.093	.248
1273	.239	.21	.076	.233
1274	.158	.172	.068	.162
1275	.248	.257	.096	.219
1276	.208	.189	.07	.156
1277	.194	.27	.105	.252
1278	.248	.271	.125	.231
1279	.219	.241	.081	.189
1280	.272	.274	.108	.236
1281	.193	.224	.09	.208
1282	.201	.241	.106	.201
1283	.195	.186	.07	.178
1284	.216	.218	.075	.183
1285	.173	.216	.079	.242
1286	.218	.235	.092	.295
1287	.218	.219	.062	.206
1288	.257	.237	.098	.191
1289	.242	.27	.094	.214
1290	.172	.179	.077	.128
1291	.204	.249	.109	.251
1292	.221	.256	.088	.242
1293	.224	.318	.142	.346
1294	.19	.195	.087	.17
1295	.24	.333	.15	.355
1296	.341	.416	.18	.285
1297	.189	.18	.071	.147
1298	.185	.228	.115	.205
1299	.19	.191	.071	.188
1300	.178	.169	.075	.18
1301	.232	.225	.084	.168
1302	.184	.187	.077	.133
1303	.238	.265	.122	.262
1304	.188	.2	.081	.177
1305	.166	.175	.068	.156
1306	.223	.188	.08	.173
1307	.205	.242	.112	.262
1308	.243	.221	.103	.163
1309	.24	.269	.076	.209
1310	.31	.277	.143	.23
1311	.236	.224	.106	.192
1312	.194	.191	.077	.192
1313	.205	.325	.084	.217
1314	.219	.251	.102	.193
1315	.211	.255	.093	.256
1316	.189	.181	.071	.152
1317	.213	.255	.112	.255
1318	.244	.263	.071	.226
1319	.247	.212	.07	.146
1320	.218	.201	.087	.21
1321	.222	.268	.101	.21
1322	.211	.183	.071	.118
1323	.253	.263	.109	.227
1324	.243	.264	.107	.252
1325	.169	.257	.091	.223
1326	.189	.168	.056	.125
1327	.228	.269	.098	.226
1328	.209	.234	.08	.23
1329	.192	.149	.055	.093
1330	.229	.317	.105	.255
1331	.19	.149	.054	.13
1332	.196	.162	.061	.115
1333	.184	.173	.063	.175
1334	.26	.146	.058	.141
1335	.281	.257	.093	.158
1336	.189	.202	.066	.166
1337	.201	.345	.126	.308
1338	.216	.226	.086	.206
1339	.246	.315	.138	.166
1340	.205	.187	.085	.134
1341	.208	.193	.071	.169
1342	.269	.421	.143	.216
1343	.198	.225	.087	.234
1344	.212	.272	.103	.26
1345	.214	.167	.062	.169
1346	.288	.231	.088	.194
1347	.21	.227	.101	.205
1348	.183	.199	.069	.202
1349	.235	.263	.089	.164
1350	.246	.252	.094	.178
1351	.17	.192	.073	.187
1352	.26	.234	.09	.222
1353	.207	.304	.112	.301
1354	.205	.186	.065	.111
1355	.248	.231	.087	.143
1356	.168	.182	.075	.167
1357	.175	.136	.055	.111
1358	.19	.178	.075	.146
1359	.196	.222	.093	.225
1360	.198	.223	.1	.198
1361	.19	.187	.066	.14
1362	.19	.169	.061	.168
1363	.159	.215	.082	.186
1364	.257	.322	.162	.314
1365	.196	.14	.059	.112
1366	.226	.274	.129	.26
1367	.271	.253	.133	.187
1368	.292	.277	.108	.242
1369	.204	.185	.068	.148
1370	.242	.243	.097	.191
1371	.189	.216	.084	.23
1372	.24	.254	.093	.188
1373	.222	.216	.06	.138
1374	.2	.127	.047	.108
1375	.206	.212	.1	.171
1376	.278	.347	.157	.412
1377	.174	.163	.052	.119
1378	.214	.182	.088	.159
1379	.261	.284	.111	.211
1380	.216	.253	.114	.215
1381	.255	.225	.104	.182
1382	.196	.23	.077	.225
1383	.248	.335	.084	.189
1384	.223	.279	.091	.222
1385	.242	.259	.08	.21
1386	.185	.21	.092	.223
1387	.263	.344	.148	.349
1388	.169	.162	.062	.128
1389	.192	.267	.095	.235
1390	.252	.279	.143	.258
1391	.214	.189	.077	.139
1392	.192	.192	.06	.131
1393	.244	.365	.107	.387
1394	.16	.142	.059	.127
1395	.207	.167	.065	.123
1396	.209	.195	.087	.17
1397	.225	.183	.055	.178
1398	.166	.151	.053	.114
1399	.245	.267	.095	.181
1400	.247	.303	.097	.23
1401	.22	.214	.099	.155
1402	.189	.217	.102	.186
1403	.187	.216	.085	.184
1404	.186	.172	.068	.167
1405	.279	.261	.097	.262
1406	.238	.415	.148	.326
1407	.177	.208	.07	.193
1408	.175	.181	.077	.137
1409	.268	.345	.139	.227
1410	.223	.138	.063	.118
1411	.221	.211	.075	.163
1412	.201	.231	.096	.188
1413	.198	.213	.086	.187
1414	.206	.305	.109	.326
1415	.202	.206	.095	.191
1416	.253	.405	.188	.42
1417	.16	.164	.062	.139
1418	.171	.219	.074	.166
1419	.243	.177	.083	.144
1420	.279	.351	.112	.299
1421	.232	.273	.123	.208
1422	.172	.148	.054	.121
1423	.229	.207	.088	.162
1424	.213	.213	.092	.156
1425	.193	.171	.053	.147
1426	.342	.743	.304	.728
1427	.222	.208	.075	.182
1428	.231	.25	.122	.153
1429	.223	.324	.138	.323
1430	.228	.194	.086	.203
1431	.232	.256	.073	.15
1432	.286	.222	.086	.205
1433	.342	.373	.147	.309
1434	.184	.17	.07	.172
1435	.228	.218	.078	.162
1436	.196	.224	.078	.173
1437	.243	.295	.105	.239
1438	.242	.332	.173	.294
1439	.224	.19	.089	.136
1440	.232	.262	.105	.255
1441	.214	.219	.083	.187
1442	.343	.452	.177	.206
1443	.208	.186	.067	.167
1444	.209	.186	.072	.149
1445	.22	.25	.094	.238
1446	.201	.123	.055	.136
1447	.267	.344	.121	.255
1448	.213	.209	.088	.169
1449	.22	.276	.113	.221
1450	.216	.236	.081	.228
1451	.193	.221	.071	.163
1452	.202	.202	.082	.152
1453	.179	.204	.081	.188
1454	.186	.207	.074	.148
1455	.191	.195	.071	.189
1456	.219	.191	.073	.149
1457	.216	.257	.085	.24
1458	.196	.232	.118	.176
1459	.216	.264	.102	.308
1460	.227	.191	.066	.147
1461	.206	.157	.076	.117
1462	.163	.117	.031	.065
1463	.199	.296	.108	.242
1464	.202	.263	.094	.21
1465	.163	.201	.074	.167
1466	.179	.134	.045	.121
1467	.201	.196	.075	.192
1468	.157	.158	.053	.153
1469	.212	.264	.101	.254
1470	.213	.159	.069	.131
1471	.196	.203	.065	.163
1472	.242	.318	.143	.289
1473	.365	.498	.174	.55
1474	.254	.096	.037	.06
1475	.234	.259	.095	.248
1476	.228	.237	.092	.255
1477	.389	.149	.072	.164
1478	.2	.145	.055	.1
1479	.271	.285	.146	.257
1480	.27	.343	.133	.247
1481	.245	.25	.111	.223
1482	.279	.184	.079	.147
1483	.199	.205	.082	.165
1484	.222	.234	.097	.191
1485	.28	.359	.138	.284
1486	.174	.198	.073	.204
1487	.218	.228	.078	.137
1488	.305	.396	.136	.221
1489	.214	.235	.083	.256
1490	.258	.215	.1	.182
1491	.208	.244	.097	.232
1492	.257	.25	.139	.154
1493	.235	.194	.076	.169
1494	.233	.188	.094	.171
1495	.321	.258	.063	.171
1496	.188	.241	.092	.153
1497	.246	.276	.135	.245
1498	.313	.229	.087	.192
1499	.201	.23	.107	.137
1500	.236	.24	.121	.184
1501	.179	.195	.075	.121
1502	.194	.214	.083	.185
1503	.226	.243	.107	.231
1504	.226	.342	.087	.267
1505	.223	.201	.081	.148
1506	.223	.272	.097	.279
1507	.231	.363	.114	.191
1508	.159	.245	.057	.172
1509	.299	.571	.268	.497
1510	.233	.226	.098	.238
1511	.28	.336	.125	.212
1512	.177	.183	.071	.158
1513	.221	.21	.077	.248
1514	.296	.366	.148	.325
1515	.2	.177	.085	.141
1516	.217	.27	.1	.326
1517	.177	.161	.071	.116
1518	.189	.161	.069	.134
1519	.334	.275	.103	.161
1520	.18	.208	.091	.192
1521	.221	.213	.092	.194
1522	.212	.28	.107	.267
1523	.265	.667	.31	.269
1524	.194	.312	.167	.247
1525	.232	.247	.096	.186
1526	.211	.244	.093	.271
1527	.197	.306	.087	.248
1528	.292	.281	.155	.233
1529	.267	.311	.12	.336
1530	.24	.367	.157	.276
1531	.189	.21	.077	.182
1532	.208	.202	.07	.167
1533	.301	.27	.133	.185
1534	.234	.264	.096	.217
1535	.336	.179	.088	.145
1536	.254	.214	.118	.209
1537	.332	.199	.076	.123
1538	.154	.124	.053	.12
1539	.228	.235	.088	.176
1540	.253	.247	.088	.21
1541	.163	.12	.04	.066
1542	.208	.23	.096	.206
1543	.201	.146	.048	.109
1544	.23	.274	.078	.232
1545	.229	.22	.088	.173
1546	.176	.171	.063	.167
1547	.189	.256	.091	.212
1548	.248	.167	.077	.102
1549	.214	.278	.1	.302
1550	.219	.221	.095	.159
1551	.205	.214	.084	.143
1552	.245	.548	.151	.586
1553	.22	.209	.075	.153
1554	.23	.25	.102	.202
1555	.277	.032	.022	.0
1556	.176	.215	.105	.191
1557	.214	.307	.118	.245
1558	.177	.182	.055	.155
1559	.212	.233	.099	.219
1560	.186	.206	.064	.132
1561	.22	.23	.103	.195
1562	.184	.263	.084	.157
1563	.227	.226	.111	.193
1564	.207	.288	.125	.285
1565	.197	.225	.106	.172
1566	.241	.282	.097	.249
1567	.208	.298	.104	.285
1568	.223	.178	.066	.117
1569	.294	.351	.221	.281
1570	.269	.217	.08	.157
1571	.28	.181	.071	.101
1572	.211	.194	.066	.147
1573	.249	.255	.092	.185
1574	.229	.254	.103	.231
1575	.225	.258	.11	.201
1576	.173	.162	.055	.136
1577	.211	.224	.103	.193
1578	.427	.601	.284	.386
1579	.23	.262	.127	.221
1580	.236	.328	.153	.264
1581	.265	.225	.073	.172
1582	.17	.181	.079	.179
1583	.303	.237	.107	.179
1584	.222	.237	.092	.256
1585	.204	.224	.087	.231
1586	.245	.201	.074	.172
1587	.219	.175	.065	.137
1588	.208	.223	.064	.172
1589	.197	.224	.087	.235
1590	.197	.252	.071	.177
1591	.236	.33	.127	.346
1592	.129	.175	.106	.074
1593	.234	.302	.125	.286
1594	.228	.323	.113	.345
1595	.208	.225	.088	.209
1596	.191	.17	.069	.14
1597	.221	.221	.083	.162
1598	.208	.22	.083	.211
1599	.195	.24	.089	.174
1600	.279	.402	.168	.349
1601	.249	.209	.097	.19
1602	.232	.212	.084	.165
1603	.242	.244	.079	.233
1604	.193	.284	.117	.317
1605	.272	.198	.091	.18
1606	.273	.208	.088	.193
1607	.199	.213	.088	.153
1608	.305	.442	.155	.484
1609	.291	.321	.167	.247
1610	.222	.221	.086	.171
1611	.231	.278	.117	.259
1612	.17	.157	.068	.14
1613	.254	.255	.102	.211
1614	.188	.273	.112	.277
1615	.277	.339	.125	.293
1616	.189	.172	.076	.138
1617	.205	.177	.084	.162
1618	.264	.236	.1	.18
1619	.272	.29	.121	.289
1620	.294	.269	.103	.266
1621	.219	.216	.079	.203
1622	.281	.275	.104	.225
1623	.228	.213	.063	.167
1624	.188	.151	.058	.126
1625	.271	.296	.082	.128
1626	.196	.182	.063	.135
1627	.214	.287	.091	.309
1628	.2	.197	.066	.146
1629	.238	.346	.119	.325
1630	.244	.245	.104	.229
1631	.241	.287	.122	.243
1632	.214	.308	.106	.299
1633	.196	.246	.093	.314
1634	.249	.177	.077	.15
1635	.207	.328	.102	.319
1636	.469	.52	.216	.407
1637	.204	.309	.084	.302
1638	.203	.201	.093	.181
1639	.235	.22	.075	.183
1640	.197	.229	.105	.178
1641	.175	.219	.097	.156
1642	.232	.277	.113	.315
1643	.168	.183	.067	.154
1644	.201	.204	.087	.163
1645	.187	.201	.081	.219
1646	.18	.161	.056	.157
1647	.167	.21	.084	.246
1648	.194	.27	.076	.244
1649	.208	.16	.072	.131
1650	.27	.33	.117	.228
1651	.154	.17	.069	.146
1652	.181	.191	.063	.153
1653	.206	.188	.085	.163
1654	.187	.184	.072	.135
1655	.185	.185	.082	.158
1656	.202	.178	.068	.137
1657	.289	.298	.141	.222
1658	.213	.163	.061	.121
1659	.298	.359	.142	.365
1660	.201	.242	.099	.164
1661	.198	.224	.097	.235
1662	.274	.264	.103	.179
1663	.198	.173	.066	.162
1664	.178	.219	.082	.2
1665	.175	.176	.074	.163
1666	.216	.216	.083	.196
1667	.24	.147	.061	.105
1668	.18	.169	.059	.136
1669	.201	.245	.082	.194
1670	.218	.253	.11	.206
1671	.219	.237	.114	.204
1672	.182	.293	.128	.267
1673	.227	.265	.114	.268
1674	.205	.211	.097	.212
1675	.198	.147	.059	.147
1676	.286	.278	.106	.226
1677	.157	.158	.057	.129
1678	.274	.346	.122	.282
1679	.155	.171	.065	.133
1680	.226	.65	.127	.467
1681	.184	.183	.066	.139
1682	.174	.172	.06	.141
1683	.175	.162	.068	.189
1684	.194	.259	.1	.285
1685	.223	.255	.108	.237
1686	.258	.349	.124	.353
1687	.225	.196	.088	.175
1688	.223	.272	.115	.222
1689	.154	.134	.053	.124
1690	.265	.27	.131	.292
1691	.257	.355	.131	.321
1692	.21	.186	.085	.176
1693	.27	.349	.156	.256
1694	.211	.255	.105	.212
1695	.191	.228	.061	.196
1696	.238	.322	.105	.272
1697	.184	.23	.088	.207
1698	.279	.393	.145	.256
1699	.195	.198	.099	.152
1700	.194	.215	.093	.195
1701	.245	.229	.109	.188
1702	.185	.267	.108	.23
1703	.211	.148	.071	.14
1704	.196	.173	.052	.177
1705	.208	.187	.079	.186
1706	.228	.204	.073	.178
1707	.217	.219	.086	.185
1708	.212	.441	.214	.457
1709	.17	.251	.103	.25
1710	.253	.344	.127	.315
1711	.213	.337	.131	.328
1712	.214	.198	.082	.211
1713	.215	.255	.071	.222
1714	.265	.291	.105	.185
1715	.243	.315	.145	.282
1716	.301	.175	.085	.164
1717	.224	.191	.085	.136
1718	.219	.248	.065	.171
1719	.238	.202	.065	.143
1720	.25	.199	.079	.125
1721	.305	.468	.203	.352
1722	.182	.176	.074	.152
1723	.196	.219	.071	.158
1724	.218	.212	.091	.169
1725	.224	.364	.119	.385
1726	.271	.306	.14	.258
1727	.259	.219	.085	.173
1728	.26	.275	.106	.195
1729	.217	.18	.069	.142
1730	.22	.267	.114	.273
1731	.186	.208	.075	.176
1732	.233	.264	.12	.177
1733	.232	.25	.09	.209
1734	.25	.249	.096	.242
1735	.221	.35	.144	.368
1736	.228	.215	.093	.207
1737	.166	.097	.032	.072
1738	.386	.366	.144	.263
1739	.214	.234	.085	.181
1740	.207	.18	.065	.129
1741	.208	.224	.092	.211
1742	.261	.379	.131	.341
1743	.212	.216	.077	.184
1744	.226	.273	.112	.226
1745	.212	.198	.07	.133
1746	.199	.128	.049	.097
1747	.264	.306	.12	.295
1748	.215	.179	.073	.141
1749	.258	.22	.111	.196
1750	.197	.188	.074	.149
1751	.221	.189	.086	.193
1752	.225	.286	.091	.192
1753	.25	.243	.106	.202
1754	.218	.227	.087	.186
1755	.198	.205	.072	.211
1756	.198	.291	.119	.308
1757	.268	.333	.108	.19
1758	.208	.227	.083	.232
1759	.209	.219	.076	.174
1760	.174	.223	.071	.174
1761	.215	.216	.098	.217
1762	.26	.313	.122	.193
1763	.19	.174	.068	.131
1764	.225	.213	.064	.159
1765	.291	.393	.235	.203
1766	.182	.211	.089	.201
1767	.238	.254	.07	.215
1768	.301	.342	.147	.312
1769	.199	.213	.069	.254
1770	.192	.234	.097	.207
1771	.198	.208	.096	.197
1772	.18	.195	.078	.167
1773	.221	.24	.072	.15
1774	.213	.214	.094	.199
1775	.242	.147	.064	.13
1776	.245	.187	.069	.089
1777	.232	.209	.069	.14
1778	.326	.083	.022	.09
1779	.198	.29	.103	.276
1780	.215	.256	.102	.215
1781	.268	.223	.085	.146
1782	.205	.242	.083	.207
1783	.292	.363	.177	.298
1784	.199	.209	.082	.164
1785	.226	.229	.099	.192
1786	.221	.0	.221	.0
1787	.17	.193	.07	.143
2978	.306	.309	.151	.298
2979	.855	1.0	.575	1.0
2980	.224	.258	.103	.223
2981	.228	.209	.07	.155
2982	.168	.139	.058	.114
2983	.201	.215	.081	.189
2984	.251	.248	.106	.212
2985	.274	.258	.103	.224
2986	.229	.23	.1	.231
2987	.218	.226	.105	.157
2988	.273	.318	.141	.278
2989	.256	.254	.087	.186
2990	.22	.273	.109	.232
2991	.301	.295	.115	.218
2992	.27	.142	.072	.104
2993	.259	.178	.075	.181
2994	.225	.267	.106	.24
2995	.308	.28	.096	.243
2996	.265	.146	.055	.071
2997	.243	.186	.077	.174
2998	.39	.428	.219	.454
